# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	103048	104313	-	HENGBM_00098	hemA	glutamyl-tRNA reductase	COG:COG0373, COG:H, EC:1.2.1.70, GO:0008883, GO:0050661, KEGG:K02492, SO:0001217, UniRef:UniRef50_P42807, UniRef:UniRef90_K0CK15
contig_1	cds	104545	106266	+	HENGBM_00099	hemYx	Tetratricopeptide repeat domain protein	COG:COG3071, COG:S, SO:0001217, UniRef:UniRef50_A0A9Q3YLZ2, UniRef:UniRef90_K0CJH8
contig_1	cds	106263	106823	+	HENGBM_00100	lolB	lipoprotein insertase outer membrane protein LolB	COG:COG3017, COG:M, GO:0009279, GO:0015031, KEGG:K02494, RefSeq:WP_022996309.1, SO:0001217, UniParc:UPI0003B8BEB6, UniRef:UniRef100_A0A9Q3ZGZ0, UniRef:UniRef50_A0A418XVW2, UniRef:UniRef90_A0A9Q3ZGZ0
contig_1	cds	106820	107701	+	HENGBM_00101	ispE	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	COG:COG1947, COG:I, EC:2.7.1.148, GO:0016114, GO:0050515, KEGG:K00919, RefSeq:WP_022996310.1, SO:0001217, UniParc:UPI0003B91AE6, UniRef:UniRef100_A0A9Q3ZE07, UniRef:UniRef50_Q0VS81, UniRef:UniRef90_K0CE50
contig_1	tRNA	107714	107789	+	HENGBM_00102	trnQ	tRNA-Gln(ttg)	SO:0000261
contig_1	cds	107841	108800	+	HENGBM_00103	prsA	Ribose-phosphate pyrophosphokinase	COG:COG0462, COG:F, EC:2.7.6.1, KEGG:K00948, RefSeq:WP_022996311.1, SO:0001217, UniParc:UPI0003B86E75, UniRef:UniRef100_A0A9Q3ZFV1, UniRef:UniRef50_Q63XL8, UniRef:UniRef90_K0CHN7
contig_1	cds	109018	109665	+	HENGBM_00104	rplY	50S ribosomal protein L25/general stress protein Ctc	COG:COG1825, COG:J, GO:0003735, GO:0006412, GO:0008097, KEGG:K02897, RefSeq:WP_022996312.1, SO:0001217, UniParc:UPI0003B8AB5A, UniRef:UniRef100_A0A9Q3ZI08, UniRef:UniRef50_A1U373, UniRef:UniRef90_K0CH24
contig_1	cds	109725	110309	+	HENGBM_00105	pth	aminoacyl-tRNA hydrolase	COG:COG0193, COG:J, EC:3.1.1.29, GO:0004045, RefSeq:WP_022996313.1, SO:0001217, UniParc:UPI0003B8AFE5, UniRef:UniRef100_A0A9Q3W6M3, UniRef:UniRef50_P0A7D1, UniRef:UniRef90_K0CE56
contig_1	cds	110335	111207	-	HENGBM_00106	gstA	Glutathione S-transferase domain-containing protein	COG:COG0625, COG:O, SO:0001217, UniRef:UniRef50_K0CHP1, UniRef:UniRef90_K0CHP1
contig_1	cds	111235	112326	+	HENGBM_00107	ychF	redox-regulated ATPase YchF	COG:COG0012, COG:J, GO:0005524, GO:0005525, GO:0016887, RefSeq:WP_022996315.1, SO:0001217, UniParc:UPI0003B8F8EF, UniRef:UniRef100_UPI0003B8F8EF, UniRef:UniRef50_P44681, UniRef:UniRef90_K0CK22
contig_1	cds	112539	113813	+	HENGBM_00108		Integrase arm-type DNA-binding domain-containing protein	RefSeq:WP_082439339.1, SO:0001217, UniParc:UPI0006D5CF03, UniRef:UniRef100_A0A962WT56, UniRef:UniRef50_A0A484PRJ5, UniRef:UniRef90_A0A962WT56
contig_1	cds	113817	115613	-	HENGBM_00109	mobH	MobH family relaxase	KEGG:K12070, RefSeq:WP_055100897.1, SO:0001217, UniParc:UPI0006D5C3EE, UniRef:UniRef100_A0A9Q3W879, UniRef:UniRef50_A0A024HK78, UniRef:UniRef90_A0A9Q3W879
contig_1	cds	115854	116267	+	HENGBM_00110	prlF	Antitoxin PrlF	SO:0001217, UniRef:UniRef50_A0A0H2M7L3
contig_1	cds	116267	116731	+	HENGBM_00111	yhaV	Toxin YhaV	EC:3.1.-.-, KEGG:K19155, RefSeq:WP_055100887.1, SO:0001217, UniParc:UPI0006D7C8FB, UniRef:UniRef100_A0A9Q3W6X0, UniRef:UniRef50_A0A0B4XSM7, UniRef:UniRef90_L0WCI7
contig_1	cds	116752	117111	+	HENGBM_00112		DUF3742 domain-containing protein	RefSeq:WP_055100888.1, SO:0001217, UniParc:UPI0006D7C6A5, UniRef:UniRef100_A0A9Q3W752, UniRef:UniRef50_B8GNP9, UniRef:UniRef90_A0A9Q3W752
contig_1	cds	117212	117445	-	HENGBM_00113		DUF2188 domain-containing protein	RefSeq:WP_055100889.1, SO:0001217, UniParc:UPI0006D5B8EC, UniRef:UniRef100_A0A9Q3W6K2, UniRef:UniRef50_S7TDA6, UniRef:UniRef90_S7TDA6
contig_1	cds	117459	118610	-	HENGBM_00114		putative pPIWI-associating nuclease domain-containing protein	RefSeq:WP_055100890.1, SO:0001217, UniParc:UPI0006D5BD6C, UniRef:UniRef100_A0A9Q3W922, UniRef:UniRef50_D8K984, UniRef:UniRef90_A0A9Q3W922
contig_1	cds	118618	121893	-	HENGBM_00115		Nuclease SbcCD subunit C	RefSeq:WP_055100891.1, SO:0001217, UniParc:UPI0006D5C2F2, UniRef:UniRef100_A0A9Q3ZDU6, UniRef:UniRef50_A0A143B3C9, UniRef:UniRef90_A0A143B3C9
contig_1	cds	121905	122384	-	HENGBM_00116		Exonuclease SbcCD subunit D C-terminal domain-containing protein	RefSeq:WP_220387575.1, SO:0001217, UniParc:UPI001C6FCD5D, UniRef:UniRef100_A0A9Q3ZGZ5, UniRef:UniRef50_A0A9Q3ZGZ5, UniRef:UniRef90_A0A9Q3ZGZ5
contig_1	cds	123035	124105	-	HENGBM_00117		Butirosin biosynthesis protein H, N-terminal	SO:0001217, UniRef:UniRef50_D1A5A9, UniRef:UniRef90_A0A1I0AB14
contig_1	cds	124305	124502	+	HENGBM_00118		Transposase	SO:0001217, UniRef:UniRef50_A0A1R1JFE5
contig_2	cds	15	269	+	HENGBM_00119		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1E5AB82
contig_2	cds	285	698	-	HENGBM_00120		hypothetical protein	
contig_2	cds	710	1486	-	HENGBM_00121		(pseudo) Allantoate deiminase	SO:0001217, UniRef:UniRef50_A0A0T5P4N0, UniRef:UniRef90_A0A2T1ANQ1
contig_2	cds	1580	2188	+	HENGBM_00122	fadR	(pseudo) Transcriptional regulator, GntR family	COG:COG2186, COG:K, SO:0001217, UniRef:UniRef50_A0A128FH40, UniRef:UniRef90_Q1GD46
contig_2	cds	2305	2658	-	HENGBM_00123		hypothetical protein	
contig_3	rRNA	39	1579	-	HENGBM_00124	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_3	cds	2031	2819	-	HENGBM_00125	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	COG:COG1183, COG:I, EC:2.7.8.8, GO:0003882, GO:0008654, KEGG:K17103, RefSeq:WP_014996012.1, SO:0001217, UniParc:UPI000286C019, UniRef:UniRef100_K0CK62, UniRef:UniRef50_R4YK70, UniRef:UniRef90_K0CK62
contig_3	cds	2995	4011	-	HENGBM_00126	ilvC	ketol-acid reductoisomerase	COG:COG0059, COG:EH, EC:1.1.1.86, KEGG:K00053, RefSeq:WP_014996013.1, SO:0001217, UniParc:UPI000286C01A, UniRef:UniRef100_K0CJM9, UniRef:UniRef50_Q9HVA2, UniRef:UniRef90_K0CJM9
contig_3	cds	4162	5049	+	HENGBM_00127	ilvY	HTH-type transcriptional activator IlvY	COG:COG0583, COG:K, GO:0003700, GO:0006355, RefSeq:WP_022996644.1, SO:0001217, UniParc:UPI0003B8F279, UniRef:UniRef100_A0A9Q3W8P5, UniRef:UniRef50_B4X5S1, UniRef:UniRef90_A0A9Q3W8P5
contig_3	cds	5135	5719	-	HENGBM_00128		TetR/AcrR family transcriptional regulator	SO:0001217, UniRef:UniRef50_UPI00047AF571, UniRef:UniRef90_UPI00047AF571
contig_3	cds	5837	8974	+	HENGBM_00129		efflux RND transporter permease subunit	RefSeq:WP_022996646.1, SO:0001217, UniParc:UPI0003B85FAD, UniRef:UniRef100_UPI0003B85FAD, UniRef:UniRef50_A0A1C9W9T9, UniRef:UniRef90_UPI0003B85FAD
contig_3	cds	9171	10313	-	HENGBM_00130	dctP	TRAP-T family protein transporter, DctP (Periplasmic binding) subunit	COG:COG1638, COG:G, RefSeq:WP_022996647.1, SO:0001217, UniParc:UPI0003B8D023, UniRef:UniRef100_A0A9Q3W665, UniRef:UniRef50_K0CEC5, UniRef:UniRef90_K0CEC5
contig_3	cds	10348	11985	-	HENGBM_00131	menE	AMP-dependent synthetase and ligase	COG:COG0318, COG:I, RefSeq:WP_022996648.1, SO:0001217, UniParc:UPI0003B87FEA, UniRef:UniRef100_UPI0003B87FEA, UniRef:UniRef50_A0A7U7ENR8, UniRef:UniRef90_K0CHS6
contig_3	cds	12145	12675	-	HENGBM_00132		M23 family metallopeptidase	EC:3.4.-.-, KEGG:K21472, RefSeq:WP_022996649.1, SO:0001217, UniParc:UPI0003B7EB6C, UniRef:UniRef100_UPI0003B7EB6C, UniRef:UniRef50_A0A0F6AAQ9, UniRef:UniRef90_A0A9Q3W6K0
contig_3	cds	12734	13348	-	HENGBM_00133	lysE	LysE family translocator	SO:0001217, UniParc:UPI0003B81E23, UniRef:UniRef100_A0A9Q3W8C7, UniRef:UniRef50_D5BT27, UniRef:UniRef90_A0A9Q3W8C7
contig_3	cds	13512	14003	-	HENGBM_00134	ilvN	acetolactate synthase small subunit	COG:COG0440, COG:E, EC:2.2.1.6, GO:0009082, GO:1990610, KEGG:K01653, RefSeq:WP_014996018.1, SO:0001217, UniParc:UPI000286C01F, UniRef:UniRef100_K0CJN1, UniRef:UniRef50_Q82UZ2, UniRef:UniRef90_K0CJN1
contig_3	cds	14003	15724	-	HENGBM_00135	ilvB	acetolactate synthase 3 large subunit	COG:COG0028, COG:EH, EC:2.2.1.6, GO:0000287, GO:0003984, GO:0009082, GO:0030976, GO:0050660, KEGG:K01652, RefSeq:WP_022996651.1, SO:0001217, UniParc:UPI0003B8860B, UniRef:UniRef100_A0A9Q3W6Y1, UniRef:UniRef50_P45261, UniRef:UniRef90_K0CH67
contig_3	cds	16174	16620	+	HENGBM_00136		DUF4124 domain-containing protein	RefSeq:WP_022996652.1, SO:0001217, UniParc:UPI0003B86F0C, UniRef:UniRef100_UPI0003B86F0C, UniRef:UniRef50_K0CED0, UniRef:UniRef90_K0CED0
contig_3	cds	16800	17921	+	HENGBM_00137	eRG3	Fatty acid hydroxylase domain-containing protein	COG:COG3000, COG:I, RefSeq:WP_022996653.1, SO:0001217, UniParc:UPI0003B87967, UniRef:UniRef100_A0A9Q3W7F4, UniRef:UniRef50_N8ZSE3, UniRef:UniRef90_K0CHT0
contig_3	cds	17980	20565	-	HENGBM_00138	clpB	ATP-dependent chaperone ClpB	COG:COG0542, COG:O, GO:0005524, GO:0009408, GO:0016887, GO:0042026, RefSeq:WP_022996654.1, SO:0001217, UniParc:UPI0003B8DB7B, UniRef:UniRef100_A0A9Q3W691, UniRef:UniRef50_Q88Q71, UniRef:UniRef90_K0CK68
contig_3	cds	20759	21505	-	HENGBM_00139	pgeF	peptidoglycan editing factor PgeF	COG:COG1496, COG:P, EC:2.4.2.1, EC:2.4.2.28, EC:3.5.4.4, KEGG:K05810, RefSeq:WP_022996655.1, SO:0001217, UniParc:UPI0003B85953, UniRef:UniRef100_UPI0003B85953, UniRef:UniRef50_A0A418XTT0, UniRef:UniRef90_K0CJN6
contig_3	cds	21502	22473	-	HENGBM_00140	rluD	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	COG:COG0564, COG:J, EC:5.4.99.23, GO:0001522, GO:0003723, GO:0009451, GO:0009982, KEGG:K06180, RefSeq:WP_022996656.1, SO:0001217, UniParc:UPI0003B8CE3F, UniRef:UniRef100_A0A9Q3ZFQ0, UniRef:UniRef50_P33640, UniRef:UniRef90_K0CH72
contig_3	cds	22529	23344	+	HENGBM_00141	bamD	Outer membrane protein assembly factor BamD	COG:COG4105, COG:M, RefSeq:WP_022996657.1, SO:0001217, UniParc:UPI0003B8B865, UniRef:UniRef100_A0A9Q3ZDU9, UniRef:UniRef50_Q0VSC5, UniRef:UniRef90_K0CED6
contig_3	cds	23397	25022	-	HENGBM_00142		NAD+ synthase	EC:6.3.5.1, GO:0003952, GO:0005524, GO:0009435, RefSeq:WP_026949554.1, SO:0001217, UniParc:UPI00047970AD, UniRef:UniRef100_A0A9Q3ZGU3, UniRef:UniRef50_A0A483AKV7, UniRef:UniRef90_K0CHT2
contig_3	cds	25388	25648	+	HENGBM_00143		TRASH domain-containing protein	RefSeq:WP_022996659.1, SO:0001217, UniParc:UPI0003B88B45, UniRef:UniRef100_A0A9Q3ZDM4, UniRef:UniRef50_K0CK72, UniRef:UniRef90_K0CK72
contig_3	cds	25668	27251	+	HENGBM_00144		histidine kinase	RefSeq:WP_022996660.1, SO:0001217, UniParc:UPI0003B8951A, UniRef:UniRef100_A0A9Q3W8N7, UniRef:UniRef50_A0A7G2S589, UniRef:UniRef90_K0CJN9
contig_3	cds	27254	28624	+	HENGBM_00145	atoC	Response regulator containing chey-like receiver	COG:COG2204, COG:T, KEGG:K02667, RefSeq:WP_022996661.1, SO:0001217, UniParc:UPI0003B8BDDE, UniRef:UniRef100_UPI0003B8BDDE, UniRef:UniRef50_A0A2Z7A1U1, UniRef:UniRef90_K0CH77
contig_3	cds	28597	29682	-	HENGBM_00146	dadA	Oxidoreductase	COG:COG0665, COG:E, RefSeq:WP_022996662.1, SO:0001217, UniParc:UPI0003B85A17, UniRef:UniRef100_UPI0003B85A17, UniRef:UniRef50_Q0VSD0, UniRef:UniRef90_K0CEE2
contig_3	cds	29811	30299	+	HENGBM_00147		Type II secretion system protein H	RefSeq:WP_022996663.1, SO:0001217, UniParc:UPI0003B8C70A, UniRef:UniRef100_A0A9Q3W6J1, UniRef:UniRef50_A0A9Q3W6J1, UniRef:UniRef90_A0A9Q3W6J1
contig_3	cds	30329	30748	-	HENGBM_00148	pilE	Secretion protein, putative	COG:COG4968, COG:NW, RefSeq:WP_026949552.1, SO:0001217, UniParc:UPI00047B5887, UniRef:UniRef100_A0A9Q3W8B6, UniRef:UniRef50_Q0VSD2, UniRef:UniRef90_K0CK75
contig_3	cds	30745	33711	-	HENGBM_00149	pilY1	PQQ enzyme repeat domain protein	COG:COG3419, COG:NW, RefSeq:WP_022996665.1, SO:0001217, UniParc:UPI0003B83993, UniRef:UniRef100_UPI0003B83993, UniRef:UniRef50_A0A9Q3UKT9, UniRef:UniRef90_K0CJP5
contig_3	cds	33730	34281	-	HENGBM_00150	pilX	Type 4 fimbrial biogenesis protein PilX N-terminal domain-containing protein	COG:COG4726, COG:NW, RefSeq:WP_022996666.1, SO:0001217, UniParc:UPI0003B8C9BC, UniRef:UniRef100_A0A9Q3W6X5, UniRef:UniRef50_A0A9Q3UMQ3, UniRef:UniRef90_K0CH82
contig_3	cds	34281	35069	-	HENGBM_00151	pilW	Prepilin-type cleavage/methylation domain protein	COG:COG4966, COG:NW, RefSeq:WP_022996667.1, SO:0001217, UniParc:UPI0003B91565, UniRef:UniRef100_UPI0003B91565, UniRef:UniRef50_K0CEE7, UniRef:UniRef90_K0CEE7
contig_3	cds	35066	35587	-	HENGBM_00152	pilV	type IV pilus modification protein PilV	COG:COG4967, COG:NW, RefSeq:WP_026949550.1, SO:0001217, UniParc:UPI00047DFC10, UniRef:UniRef100_A0A9Q3W7E6, UniRef:UniRef50_A0A9Q3W7E6, UniRef:UniRef90_A0A9Q3W7E6
contig_3	cds	35596	36087	-	HENGBM_00153	fimT	Type II secretion system protein H	COG:COG4970, COG:NW, SO:0001217, UniRef:UniRef50_K0CK77, UniRef:UniRef90_K0CK77
contig_3	cds	36303	37238	-	HENGBM_00154	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	COG:COG0761, COG:I, EC:1.17.7.4, GO:0019288, GO:0046872, GO:0050992, GO:0051745, KEGG:K03527, RefSeq:WP_022996670.1, SO:0001217, UniParc:UPI0003B811C6, UniRef:UniRef100_UPI0003B811C6, UniRef:UniRef50_Q2S9U2, UniRef:UniRef90_K0CJP8
contig_3	cds	37413	37883	-	HENGBM_00155	fkpB	FKBP-type peptidyl-prolyl cis-trans isomerase	COG:COG1047, COG:O, EC:5.2.1.8, GO:0003755, RefSeq:WP_022996671.1, SO:0001217, UniParc:UPI0003B91BAF, UniRef:UniRef100_UPI0003B91BAF, UniRef:UniRef50_K0CH87, UniRef:UniRef90_K0CH87
contig_3	cds	37873	38418	-	HENGBM_00156	lspA	signal peptidase II	EC:3.4.23.36, GO:0004190, GO:0005886, GO:0006508, GO:0009306, KEGG:K03101, RefSeq:WP_022996672.1, SO:0001217, UniParc:UPI0003B8B28A, UniRef:UniRef100_UPI0003B8B28A, UniRef:UniRef50_A0KG40, UniRef:UniRef90_K0CEF1
contig_3	cds	38411	41227	-	HENGBM_00157	ileS	isoleucine--tRNA ligase	COG:COG0060, COG:J, EC:6.1.1.5, GO:0000166, GO:0004822, GO:0005524, GO:0006428, RefSeq:WP_022996673.1, SO:0001217, UniParc:UPI0003B903EF, UniRef:UniRef100_UPI0003B903EF, UniRef:UniRef50_Q820M6, UniRef:UniRef90_K0CHU3
contig_3	cds	41224	42156	-	HENGBM_00158	ribF	bifunctional riboflavin kinase/FAD synthetase	COG:COG0196, COG:H, EC:2.7.1.26, EC:2.7.7.2, GO:0003919, KEGG:K11753, RefSeq:WP_022996674.1, SO:0001217, UniParc:UPI0003B8ABB6, UniRef:UniRef100_UPI0003B8ABB6, UniRef:UniRef50_K0CK83, UniRef:UniRef90_K0CK83
contig_3	cds	42232	43818	-	HENGBM_00159	murJ	murein biosynthesis integral membrane protein MurJ	COG:COG0728, COG:M, GO:0009252, GO:0034204, KEGG:K03980, RefSeq:WP_022996675.1, SO:0001217, UniParc:UPI0003B8C1A3, UniRef:UniRef100_UPI0003B8C1A3, UniRef:UniRef50_A0A3D1YIG4, UniRef:UniRef90_K0CJQ2
contig_3	cds	44114	44383	+	HENGBM_00160	rpsT	30S ribosomal protein S20	COG:COG0268, COG:J, GO:0003723, GO:0003735, GO:0005840, GO:0006412, KEGG:K02968, RefSeq:WP_026949548.1, SO:0001217, UniParc:UPI00047C51D4, UniRef:UniRef100_K0CH93, UniRef:UniRef50_A1WY45, UniRef:UniRef90_L0WEB0
contig_3	cds	44506	45615	-	HENGBM_00161	proB	Glutamate 5-kinase	COG:COG0263, COG:E, RefSeq:WP_022996676.1, SO:0001217, UniParc:UPI0003B8ACA0, UniRef:UniRef100_A0A9Q3W6T1, UniRef:UniRef50_Q9HVL9, UniRef:UniRef90_K0CEF6
contig_3	cds	45650	46837	-	HENGBM_00162	cgtA	Obg family GTPase CgtA	COG:COG0536, COG:DL, GO:0000287, GO:0003924, GO:0005525, RefSeq:WP_022996677.1, SO:0001217, UniParc:UPI0003B89712, UniRef:UniRef100_A0A9Q3W6I2, UniRef:UniRef50_Q1R0C0, UniRef:UniRef90_A0A9Q3W6I2
contig_3	cds	47041	47301	-	HENGBM_00163	rpmA	50S ribosomal protein L27	COG:COG0211, COG:J, GO:0000315, GO:0003735, GO:0006412, GO:0022625, KEGG:K02899, RefSeq:WP_014996047.1, SO:0001217, UniParc:UPI000286C127, UniRef:UniRef100_K0CK87, UniRef:UniRef50_A1SSB5, UniRef:UniRef90_K0CK87
contig_3	cds	47329	47640	-	HENGBM_00164	rplU	50S ribosomal protein L21	COG:COG0261, COG:J, GO:0003723, GO:0003735, GO:0005840, GO:0006412, KEGG:K02888, RefSeq:WP_014996048.1, SO:0001217, UniParc:UPI000286C128, UniRef:UniRef100_K0CJQ6, UniRef:UniRef50_C4LJU6, UniRef:UniRef90_K0CJQ6
contig_3	cds	47891	48862	+	HENGBM_00165	ispA	Octaprenyl-diphosphate synthase	COG:COG0142, COG:H, EC:2.5.1.90, KEGG:K02523, RefSeq:WP_022996678.1, SO:0001217, UniParc:UPI0003B8DBAF, UniRef:UniRef100_A0A9Q3W6W8, UniRef:UniRef50_A0A0R2YIS3, UniRef:UniRef90_K0CH97
contig_3	cds	48908	49501	+	HENGBM_00166	yajG	Lipoprotein	COG:COG3056, COG:S, KEGG:K07286, RefSeq:WP_022996679.1, SO:0001217, UniParc:UPI0003B83388, UniRef:UniRef100_UPI0003B83388, UniRef:UniRef50_K0CEG3, UniRef:UniRef90_K0CEG3
contig_3	cds	49510	49782	+	HENGBM_00167		SelT/selW/selH selenoprotein domain, putative	COG:COG3526, COG:R, RefSeq:WP_022996680.1, SO:0001217, UniParc:UPI0003B83062, UniRef:UniRef100_A0A9Q3W7D5, UniRef:UniRef50_C9ZGJ4, UniRef:UniRef90_K0CHV1
contig_3	cds	50238	50429	-	HENGBM_00168		CPXCG motif-containing cysteine-rich protein	RefSeq:WP_014996052.1, SO:0001217, UniParc:UPI000286C12C, UniRef:UniRef100_K0CK91, UniRef:UniRef50_K0CK91, UniRef:UniRef90_K0CK91
contig_3	cds	50417	50830	-	HENGBM_00169	hinT	Histidine triad domain protein	COG:COG0537, COG:FR, RefSeq:WP_022996681.1, SO:0001217, UniParc:UPI0003B83432, UniRef:UniRef100_UPI0003B83432, UniRef:UniRef50_Q0VSF3, UniRef:UniRef90_K0CJR1
contig_3	cds	50968	51357	+	HENGBM_00170		Glutathione S-transferase	RefSeq:WP_022996682.1, SO:0001217, UniParc:UPI0003B8A926, UniRef:UniRef100_A0A9Q3ZFP2, UniRef:UniRef50_A0A2D7I3U3, UniRef:UniRef90_K0CHA3
contig_3	cds	51398	52414	-	HENGBM_00171	araC	Transcriptional regulator, AraC family	COG:COG2207, COG:K, RefSeq:WP_026949547.1, SO:0001217, UniParc:UPI00047EEAFE, UniRef:UniRef100_A0A9Q3ZDU1, UniRef:UniRef50_K0CEG6, UniRef:UniRef90_K0CEG6
contig_3	cds	52615	53445	+	HENGBM_00172	fabG	Oxidoreductase, short chain dehydrogenase/reductase family	COG:COG1028, COG:I, RefSeq:WP_022996684.1, SO:0001217, UniParc:UPI0003B8318A, UniRef:UniRef100_UPI0003B8318A, UniRef:UniRef50_R7TSZ6, UniRef:UniRef90_K0CHV6
contig_3	cds	53637	53822	+	HENGBM_00173		hypothetical protein	RefSeq:WP_014996057.1, SO:0001217, UniParc:UPI000286C131, UniRef:UniRef100_K0CK95, UniRef:UniRef50_K0CK95, UniRef:UniRef90_K0CK95
contig_3	cds	53819	54199	-	HENGBM_00174		SCP2 domain-containing protein	RefSeq:WP_031228805.1, SO:0001217, UniParc:UPI0004CE5BAE, UniRef:UniRef100_A0A9Q3W8L8, UniRef:UniRef50_A0A1H5YBK0, UniRef:UniRef90_A0A9Q3W8L8
contig_3	cds	54467	54898	+	HENGBM_00175		Poly(hydroxyalcanoate) granule associated protein (phasin)	RefSeq:WP_022996686.1, SO:0001217, UniParc:UPI0003B81908, UniRef:UniRef100_UPI0003B81908, UniRef:UniRef50_A0A0B4XJ25, UniRef:UniRef90_K0CHA8
contig_3	cds	54924	55346	-	HENGBM_00176		helix-turn-helix transcriptional regulator	RefSeq:WP_051414463.1, SO:0001217, UniParc:UPI000686530F, UniRef:UniRef100_UPI000686530F, UniRef:UniRef50_A0A6N7D7L7, UniRef:UniRef90_UPI000686530F
contig_3	cds	55432	56640	+	HENGBM_00177		MFS transporter	RefSeq:WP_284455194.1, SO:0001217, UniParc:UPI001802A37B, UniRef:UniRef100_UPI001802A37B, UniRef:UniRef50_A0A1H5PEX6, UniRef:UniRef90_UPI0004B19CD5
contig_3	cds	56852	58177	+	HENGBM_00178	aarF	AarF/ABC1/UbiB kinase family protein	COG:COG0661, COG:HT, RefSeq:WP_031228485.1, SO:0001217, UniParc:UPI0004CE43AA, UniRef:UniRef100_A0A9Q3W6S4, UniRef:UniRef50_Q0VSF6, UniRef:UniRef90_A0A9Q3W6S4
contig_3	cds	58217	58768	-	HENGBM_00179		Putative membrane protein	RefSeq:WP_022995764.1, SO:0001217, UniParc:UPI0003B83C7C, UniRef:UniRef100_A0A9Q3W6H2, UniRef:UniRef50_L0WBV3, UniRef:UniRef90_K0CHV8
contig_3	cds	58904	60259	-	HENGBM_00180	coxE	VWA domain containing CoxE-like protein	COG:COG3552, COG:S, KEGG:K07161, RefSeq:WP_022995765.1, SO:0001217, UniParc:UPI0003B80A27, UniRef:UniRef100_A0A9Q3W894, UniRef:UniRef50_Q0VSF9, UniRef:UniRef90_K0CK99
contig_3	cds	60269	61222	-	HENGBM_00181	mMP0363	ATPase, AAA family	COG:COG0714, COG:R, RefSeq:WP_229682998.1, SO:0001217, UniParc:UPI0004B0A634, UniRef:UniRef100_K0CJR8, UniRef:UniRef50_A0A5S9PHZ8, UniRef:UniRef90_K0CJR8
contig_3	cds	61306	61665	-	HENGBM_00182	ygiN	Antibiotic biosynthesis monooxygenase domain protein	COG:C, COG:COG1359, RefSeq:WP_022995766.1, SO:0001217, UniParc:UPI0003B8B5F4, UniRef:UniRef100_A0A9Q3W6V8, UniRef:UniRef50_Q0VSG1, UniRef:UniRef90_K0CHB3
contig_3	cds	61781	62413	-	HENGBM_00183	acrR	Transcriptional regulator, TetR family protein	COG:COG1309, COG:K, SO:0001217, UniRef:UniRef50_K0CEH8, UniRef:UniRef90_K0CEH8
contig_3	cds	62561	64672	+	HENGBM_00184	lys2b	SDR family oxidoreductase	COG:COG3320, COG:Q, GO:0016491, SO:0001217, UniRef:UniRef50_A4ABL9, UniRef:UniRef90_K0CHW1
contig_3	cds	64836	65942	-	HENGBM_00185	menH	Hydrolase, alpha/beta fold family	COG:COG0596, COG:HR, SO:0001217, UniRef:UniRef50_Q0VSG4, UniRef:UniRef90_K0CKA3
contig_3	cds	66192	67688	+	HENGBM_00186	ntrY	Adenylate and Guanylate cyclase catalytic domain protein	COG:COG5000, COG:T, RefSeq:WP_022995819.1, SO:0001217, UniParc:UPI0003B8C9A7, UniRef:UniRef100_UPI0003B8C9A7, UniRef:UniRef50_L0WF78, UniRef:UniRef90_K0CJS2
contig_3	cds	67675	68730	+	HENGBM_00187		Tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_A0A9Q3ZFN7, UniRef:UniRef90_A0A9Q3ZFN7
contig_3	cds	68817	71006	-	HENGBM_00188	gspD	type II secretion system secretin GspD	COG:COG1450, COG:NU, GO:0015627, GO:0015628, GO:0019867, SO:0001217, UniRef:UniRef50_A0A418XTQ3, UniRef:UniRef90_A0A9Q3ZDT6
contig_3	cds	71017	71883	-	HENGBM_00189	gspC	Type II secretion system protein GspC N-terminal domain-containing protein	COG:COG3031, COG:NU, RefSeq:WP_022995822.1, SO:0001217, UniParc:UPI0003B8AC9C, UniRef:UniRef100_A0A9Q3ZGT4, UniRef:UniRef50_A0A2N8M0W9, UniRef:UniRef90_A0A9Q3ZGT4
contig_3	cds	72093	72812	-	HENGBM_00190	gspN	Type II secretion system protein N	COG:COG6001, COG:U, RefSeq:WP_026949543.1, SO:0001217, UniParc:UPI00047A0B12, UniRef:UniRef100_UPI00047A0B12, UniRef:UniRef50_A0A845MPE9, UniRef:UniRef90_K0CKA8
contig_3	cds	73448	73966	-	HENGBM_00191	ssb	Single-stranded DNA-binding protein	COG:COG0629, COG:L, RefSeq:WP_022995824.1, SO:0001217, UniParc:UPI0003B826ED, UniRef:UniRef100_A0A9Q3W8L0, UniRef:UniRef50_Q8Y2B4, UniRef:UniRef90_K0CKB3
